Month,Product_ID,Region_ID,Actual_Demand,Year,Month_Number,Time_Index,Demand_Lag_1,Demand_Lag_2,Demand_Lag_3,Demand_Lag_6,Demand_Lag_12,Demand_Rolling_Mean_3,Demand_Rolling_Mean_6,Quarter
2023-10-01,P005,R04,16395,2023,10,10,9833.0,13029.0,17025.0,14951.0,,13295.666666666666,12123.5,4
2023-11-01,P005,R04,15501,2023,11,11,16395.0,9833.0,13029.0,13841.0,,13085.666666666666,12364.166666666666,4
2023-12-01,P005,R04,22182,2023,12,12,15501.0,16395.0,9833.0,4062.0,,13909.666666666666,12640.833333333334,4
2024-01-01,P005,R04,8286,2024,1,13,22182.0,15501.0,16395.0,17025.0,8403.0,18026.0,15660.833333333334,1
2024-02-01,P005,R04,7507,2024,2,14,8286.0,22182.0,15501.0,13029.0,17348.0,15323.0,14204.333333333334,1
2024-03-01,P005,R04,15299,2024,3,15,7507.0,8286.0,22182.0,9833.0,24840.0,12658.333333333334,13284.0,1
2024-04-01,P005,R04,17287,2024,4,16,15299.0,7507.0,8286.0,16395.0,14951.0,10364.0,14195.0,2
2024-05-01,P005,R04,6890,2024,5,17,17287.0,15299.0,7507.0,15501.0,13841.0,13364.333333333334,14343.666666666666,2
2024-06-01,P005,R04,11917,2024,6,18,6890.0,17287.0,15299.0,22182.0,4062.0,13158.666666666666,12908.5,2
2024-07-01,P005,R04,15752,2024,7,19,11917.0,6890.0,17287.0,8286.0,17025.0,12031.333333333334,11197.666666666666,3
2024-08-01,P005,R04,10326,2024,8,20,15752.0,11917.0,6890.0,7507.0,13029.0,11519.666666666666,12442.0,3
2024-09-01,P005,R04,18481,2024,9,21,10326.0,15752.0,11917.0,15299.0,9833.0,12665.0,12911.833333333334,3
2024-10-01,P005,R04,18044,2024,10,22,18481.0,10326.0,15752.0,17287.0,16395.0,14853.0,13442.166666666666,4
2024-11-01,P005,R04,11716,2024,11,23,18044.0,18481.0,10326.0,6890.0,15501.0,15617.0,13568.333333333334,4
2024-12-01,P005,R04,10481,2024,12,24,11716.0,18044.0,18481.0,11917.0,22182.0,16080.333333333334,14372.666666666666,4
2025-01-01,P005,R04,12335,2025,1,25,10481.0,11716.0,18044.0,15752.0,8286.0,13413.666666666666,14133.333333333334,1
2025-02-01,P005,R04,11883,2025,2,26,12335.0,10481.0,11716.0,10326.0,7507.0,11510.666666666666,13563.833333333334,1
2025-03-01,P005,R04,12307,2025,3,27,11883.0,12335.0,10481.0,18481.0,15299.0,11566.333333333334,13823.333333333334,1
2025-04-01,P005,R04,8063,2025,4,28,12307.0,11883.0,12335.0,18044.0,17287.0,12175.0,12794.333333333334,2
2025-05-01,P005,R04,10516,2025,5,29,8063.0,12307.0,11883.0,11716.0,6890.0,10751.0,11130.833333333334,2
2025-06-01,P005,R04,13461,2025,6,30,10516.0,8063.0,12307.0,10481.0,11917.0,10295.333333333334,10930.833333333334,2
2025-07-01,P005,R04,14274,2025,7,31,13461.0,10516.0,8063.0,12335.0,15752.0,10680.0,11427.5,3
2025-08-01,P005,R04,7711,2025,8,32,14274.0,13461.0,10516.0,11883.0,10326.0,12750.333333333334,11750.666666666666,3
2025-09-01,P005,R04,23193,2025,9,33,7711.0,14274.0,13461.0,12307.0,18481.0,11815.333333333334,11055.333333333334,3
2025-10-01,P005,R04,10801,2025,10,34,23193.0,7711.0,14274.0,8063.0,18044.0,15059.333333333334,12869.666666666666,4
2025-11-01,P005,R04,12639,2025,11,35,10801.0,23193.0,7711.0,10516.0,11716.0,13901.666666666666,13326.0,4
2025-12-01,P005,R04,3264,2025,12,36,12639.0,10801.0,23193.0,13461.0,10481.0,15544.333333333334,13679.833333333334,4
2023-01-01,P006,R01,5164,2023,1,1,,,,,,,,1
2023-02-01,P006,R01,5693,2023,2,2,5164.0,,,,,,,1
2023-03-01,P006,R01,6541,2023,3,3,5693.0,5164.0,,,,,,1
2023-04-01,P006,R01,4898,2023,4,4,6541.0,5693.0,5164.0,,,5799.333333333333,,2
2023-05-01,P006,R01,3241,2023,5,5,4898.0,6541.0,5693.0,,,5710.666666666667,,2
2023-06-01,P006,R01,13912,2023,6,6,3241.0,4898.0,6541.0,,,4893.333333333333,,2
2023-07-01,P006,R01,4239,2023,7,7,13912.0,3241.0,4898.0,5164.0,,7350.333333333333,6574.833333333333,3
2023-08-01,P006,R01,4045,2023,8,8,4239.0,13912.0,3241.0,5693.0,,7130.666666666667,6420.666666666667,3
2023-09-01,P006,R01,4565,2023,9,9,4045.0,4239.0,13912.0,6541.0,,7398.666666666667,6146.0,3
2023-10-01,P006,R01,7084,2023,10,10,4565.0,4045.0,4239.0,4898.0,,4283.0,5816.666666666667,4
2023-11-01,P006,R01,9384,2023,11,11,7084.0,4565.0,4045.0,3241.0,,5231.333333333333,6181.0,4
2023-12-01,P006,R01,5989,2023,12,12,9384.0,7084.0,4565.0,13912.0,,7011.0,7204.833333333333,4
2024-01-01,P006,R01,9949,2024,1,13,5989.0,9384.0,7084.0,4239.0,5164.0,7485.666666666667,5884.333333333333,1
2024-02-01,P006,R01,8125,2024,2,14,9949.0,5989.0,9384.0,4045.0,5693.0,8440.666666666666,6836.0,1
2024-03-01,P006,R01,7713,2024,3,15,8125.0,9949.0,5989.0,4565.0,6541.0,8021.0,7516.0,1
2024-04-01,P006,R01,4846,2024,4,16,7713.0,8125.0,9949.0,7084.0,4898.0,8595.666666666666,8040.666666666667,2
2024-05-01,P006,R01,10861,2024,5,17,4846.0,7713.0,8125.0,9384.0,3241.0,6894.666666666667,7667.666666666667,2
2024-06-01,P006,R01,4875,2024,6,18,10861.0,4846.0,7713.0,5989.0,13912.0,7806.666666666667,7913.833333333333,2
2024-07-01,P006,R01,4145,2024,7,19,4875.0,10861.0,4846.0,9949.0,4239.0,6860.666666666667,7728.166666666667,3
2024-08-01,P006,R01,6894,2024,8,20,4145.0,4875.0,10861.0,8125.0,4045.0,6627.0,6760.833333333333,3
2024-09-01,P006,R01,5772,2024,9,21,6894.0,4145.0,4875.0,7713.0,4565.0,5304.666666666667,6555.666666666667,3
2024-10-01,P006,R01,5797,2024,10,22,5772.0,6894.0,4145.0,4846.0,7084.0,5603.666666666667,6232.166666666667,4
2024-11-01,P006,R01,5844,2024,11,23,5797.0,5772.0,6894.0,10861.0,9384.0,6154.333333333333,6390.666666666667,4
2024-12-01,P006,R01,7954,2024,12,24,5844.0,5797.0,5772.0,4875.0,5989.0,5804.333333333333,5554.5,4
2025-01-01,P006,R01,6085,2025,1,25,7954.0,5844.0,5797.0,4145.0,9949.0,6531.666666666667,6067.666666666667,1
2025-02-01,P006,R01,7492,2025,2,26,6085.0,7954.0,5844.0,6894.0,8125.0,6627.666666666667,6391.0,1
2025-03-01,P006,R01,8552,2025,3,27,7492.0,6085.0,7954.0,5772.0,7713.0,7177.0,6490.666666666667,1
2025-04-01,P006,R01,5436,2025,4,28,8552.0,7492.0,6085.0,5797.0,4846.0,7376.333333333333,6954.0,2
2025-05-01,P006,R01,4234,2025,5,29,5436.0,8552.0,7492.0,5844.0,10861.0,7160.0,6893.833333333333,2
2025-06-01,P006,R01,937,2025,6,30,4234.0,5436.0,8552.0,7954.0,4875.0,6074.0,6625.5,2
2025-07-01,P006,R01,6950,2025,7,31,937.0,4234.0,5436.0,6085.0,4145.0,3535.6666666666665,5456.0,3
2025-08-01,P006,R01,3649,2025,8,32,6950.0,937.0,4234.0,7492.0,6894.0,4040.3333333333335,5600.166666666667,3
2025-09-01,P006,R01,3630,2025,9,33,3649.0,6950.0,937.0,8552.0,5772.0,3845.3333333333335,4959.666666666667,3
2025-10-01,P006,R01,5491,2025,10,34,3630.0,3649.0,6950.0,5436.0,5797.0,4743.0,4139.333333333333,4
2025-11-01,P006,R01,10487,2025,11,35,5491.0,3630.0,3649.0,4234.0,5844.0,4256.666666666667,4148.5,4
2025-12-01,P006,R01,6951,2025,12,36,10487.0,5491.0,3630.0,937.0,7954.0,6536.0,5190.666666666667,4
2023-01-01,P006,R02,10385,2023,1,1,,,,,,,,1
2023-02-01,P006,R02,10479,2023,2,2,10385.0,,,,,,,1
2023-03-01,P006,R02,7569,2023,3,3,10479.0,10385.0,,,,,,1
2023-04-01,P006,R02,10931,2023,4,4,7569.0,10479.0,10385.0,,,9477.666666666666,,2
2023-05-01,P006,R02,15170,2023,5,5,10931.0,7569.0,10479.0,,,9659.666666666666,,2
2023-06-01,P006,R02,7010,2023,6,6,15170.0,10931.0,7569.0,,,11223.333333333334,,2
2023-07-01,P006,R02,5218,2023,7,7,7010.0,15170.0,10931.0,10385.0,,11037.0,10257.333333333334,3
2023-08-01,P006,R02,20326,2023,8,8,5218.0,7010.0,15170.0,10479.0,,9132.666666666666,9396.166666666666,3
2023-09-01,P006,R02,8474,2023,9,9,20326.0,5218.0,7010.0,7569.0,,10851.333333333334,11037.333333333334,3
2023-10-01,P006,R02,12653,2023,10,10,8474.0,20326.0,5218.0,10931.0,,11339.333333333334,11188.166666666666,4
2023-11-01,P006,R02,7466,2023,11,11,12653.0,8474.0,20326.0,15170.0,,13817.666666666666,11475.166666666666,4
2023-12-01,P006,R02,7294,2023,12,12,7466.0,12653.0,8474.0,7010.0,,9531.0,10191.166666666666,4
2024-01-01,P006,R02,2897,2024,1,13,7294.0,7466.0,12653.0,5218.0,10385.0,9137.666666666666,10238.5,1
2024-02-01,P006,R02,4428,2024,2,14,2897.0,7294.0,7466.0,20326.0,10479.0,5885.666666666667,9851.666666666666,1
2024-03-01,P006,R02,6406,2024,3,15,4428.0,2897.0,7294.0,8474.0,7569.0,4873.0,7202.0,1
2024-04-01,P006,R02,6863,2024,4,16,6406.0,4428.0,2897.0,12653.0,10931.0,4577.0,6857.333333333333,2
2024-05-01,P006,R02,8149,2024,5,17,6863.0,6406.0,4428.0,7466.0,15170.0,5899.0,5892.333333333333,2
2024-06-01,P006,R02,8579,2024,6,18,8149.0,6863.0,6406.0,7294.0,7010.0,7139.333333333333,6006.166666666667,2
2024-07-01,P006,R02,4020,2024,7,19,8579.0,8149.0,6863.0,2897.0,5218.0,7863.666666666667,6220.333333333333,3
2024-08-01,P006,R02,5686,2024,8,20,4020.0,8579.0,8149.0,4428.0,20326.0,6916.0,6407.5,3
2024-09-01,P006,R02,10655,2024,9,21,5686.0,4020.0,8579.0,6406.0,8474.0,6095.0,6617.166666666667,3
2024-10-01,P006,R02,3770,2024,10,22,10655.0,5686.0,4020.0,6863.0,12653.0,6787.0,7325.333333333333,4
2024-11-01,P006,R02,12631,2024,11,23,3770.0,10655.0,5686.0,8149.0,7466.0,6703.666666666667,6809.833333333333,4
2024-12-01,P006,R02,1955,2024,12,24,12631.0,3770.0,10655.0,8579.0,7294.0,9018.666666666666,7556.833333333333,4
2025-01-01,P006,R02,7605,2025,1,25,1955.0,12631.0,3770.0,4020.0,2897.0,6118.666666666667,6452.833333333333,1
2025-02-01,P006,R02,8902,2025,2,26,7605.0,1955.0,12631.0,5686.0,4428.0,7397.0,7050.333333333333,1
2025-03-01,P006,R02,6678,2025,3,27,8902.0,7605.0,1955.0,10655.0,6406.0,6154.0,7586.333333333333,1
2025-04-01,P006,R02,5455,2025,4,28,6678.0,8902.0,7605.0,3770.0,6863.0,7728.333333333333,6923.5,2
2025-05-01,P006,R02,7576,2025,5,29,5455.0,6678.0,8902.0,12631.0,8149.0,7011.666666666667,7204.333333333333,2
2025-06-01,P006,R02,15868,2025,6,30,7576.0,5455.0,6678.0,1955.0,8579.0,6569.666666666667,6361.833333333333,2
2025-07-01,P006,R02,10451,2025,7,31,15868.0,7576.0,5455.0,7605.0,4020.0,9633.0,8680.666666666666,3
2025-08-01,P006,R02,10946,2025,8,32,10451.0,15868.0,7576.0,8902.0,5686.0,11298.333333333334,9155.0,3
2025-09-01,P006,R02,8651,2025,9,33,10946.0,10451.0,15868.0,6678.0,10655.0,12421.666666666666,9495.666666666666,3
2025-10-01,P006,R02,7239,2025,10,34,8651.0,10946.0,10451.0,5455.0,3770.0,10016.0,9824.5,4
2025-11-01,P006,R02,8574,2025,11,35,7239.0,8651.0,10946.0,7576.0,12631.0,8945.333333333334,10121.833333333334,4
2025-12-01,P006,R02,11575,2025,12,36,8574.0,7239.0,8651.0,15868.0,1955.0,8154.666666666667,10288.166666666666,4
2023-01-01,P006,R03,1562,2023,1,1,,,,,,,,1
2023-02-01,P006,R03,2840,2023,2,2,1562.0,,,,,,,1
2023-03-01,P006,R03,1783,2023,3,3,2840.0,1562.0,,,,,,1
2023-04-01,P006,R03,6148,2023,4,4,1783.0,2840.0,1562.0,,,2061.6666666666665,,2
2023-05-01,P006,R03,2772,2023,5,5,6148.0,1783.0,2840.0,,,3590.3333333333335,,2
2023-06-01,P006,R03,5355,2023,6,6,2772.0,6148.0,1783.0,,,3567.6666666666665,,2
2023-07-01,P006,R03,3891,2023,7,7,5355.0,2772.0,6148.0,1562.0,,4758.333333333333,3410.0,3
2023-08-01,P006,R03,5121,2023,8,8,3891.0,5355.0,2772.0,2840.0,,4006.0,3798.1666666666665,3
2023-09-01,P006,R03,2171,2023,9,9,5121.0,3891.0,5355.0,1783.0,,4789.0,4178.333333333333,3
2023-10-01,P006,R03,9087,2023,10,10,2171.0,5121.0,3891.0,6148.0,,3727.6666666666665,4243.0,4
2023-11-01,P006,R03,5264,2023,11,11,9087.0,2171.0,5121.0,2772.0,,5459.666666666667,4732.833333333333,4
2023-12-01,P006,R03,10573,2023,12,12,5264.0,9087.0,2171.0,5355.0,,5507.333333333333,5148.166666666667,4
2024-01-01,P006,R03,5398,2024,1,13,10573.0,5264.0,9087.0,3891.0,1562.0,8308.0,6017.833333333333,1
2024-02-01,P006,R03,2180,2024,2,14,5398.0,10573.0,5264.0,5121.0,2840.0,7078.333333333333,6269.0,1
2024-03-01,P006,R03,6476,2024,3,15,2180.0,5398.0,10573.0,2171.0,1783.0,6050.333333333333,5778.833333333333,1
2024-04-01,P006,R03,8951,2024,4,16,6476.0,2180.0,5398.0,9087.0,6148.0,4684.666666666667,6496.333333333333,2
2024-05-01,P006,R03,8519,2024,5,17,8951.0,6476.0,2180.0,5264.0,2772.0,5869.0,6473.666666666667,2
2024-06-01,P006,R03,7381,2024,6,18,8519.0,8951.0,6476.0,10573.0,5355.0,7982.0,7016.166666666667,2
2024-07-01,P006,R03,3576,2024,7,19,7381.0,8519.0,8951.0,5398.0,3891.0,8283.666666666666,6484.166666666667,3
2024-08-01,P006,R03,8295,2024,8,20,3576.0,7381.0,8519.0,2180.0,5121.0,6492.0,6180.5,3
2024-09-01,P006,R03,8856,2024,9,21,8295.0,3576.0,7381.0,6476.0,2171.0,6417.333333333333,7199.666666666667,3
2024-10-01,P006,R03,5558,2024,10,22,8856.0,8295.0,3576.0,8951.0,9087.0,6909.0,7596.333333333333,4
2024-11-01,P006,R03,5022,2024,11,23,5558.0,8856.0,8295.0,8519.0,5264.0,7569.666666666667,7030.833333333333,4
2024-12-01,P006,R03,8677,2024,12,24,5022.0,5558.0,8856.0,7381.0,10573.0,6478.666666666667,6448.0,4
2025-01-01,P006,R03,2889,2025,1,25,8677.0,5022.0,5558.0,3576.0,5398.0,6419.0,6664.0,1
2025-02-01,P006,R03,6848,2025,2,26,2889.0,8677.0,5022.0,8295.0,2180.0,5529.333333333333,6549.5,1
2025-03-01,P006,R03,1507,2025,3,27,6848.0,2889.0,8677.0,8856.0,6476.0,6138.0,6308.333333333333,1
2025-04-01,P006,R03,6150,2025,4,28,1507.0,6848.0,2889.0,5558.0,8951.0,3748.0,5083.5,2
2025-05-01,P006,R03,3565,2025,5,29,6150.0,1507.0,6848.0,5022.0,8519.0,4835.0,5182.166666666667,2
2025-06-01,P006,R03,2708,2025,6,30,3565.0,6150.0,1507.0,8677.0,7381.0,3740.6666666666665,4939.333333333333,2
2025-07-01,P006,R03,4357,2025,7,31,2708.0,3565.0,6150.0,2889.0,3576.0,4141.0,3944.5,3
2025-08-01,P006,R03,8928,2025,8,32,4357.0,2708.0,3565.0,6848.0,8295.0,3543.3333333333335,4189.166666666667,3
2025-09-01,P006,R03,2610,2025,9,33,8928.0,4357.0,2708.0,1507.0,8856.0,5331.0,4535.833333333333,3
2025-10-01,P006,R03,7036,2025,10,34,2610.0,8928.0,4357.0,6150.0,5558.0,5298.333333333333,4719.666666666667,4
2025-11-01,P006,R03,5122,2025,11,35,7036.0,2610.0,8928.0,3565.0,5022.0,6191.333333333333,4867.333333333333,4
2025-12-01,P006,R03,5429,2025,12,36,5122.0,7036.0,2610.0,2708.0,8677.0,4922.666666666667,5126.833333333333,4
2023-01-01,P006,R04,6916,2023,1,1,,,,,,,,1
2023-02-01,P006,R04,7609,2023,2,2,6916.0,,,,,,,1
2023-03-01,P006,R04,7854,2023,3,3,7609.0,6916.0,,,,,,1
2023-04-01,P006,R04,6739,2023,4,4,7854.0,7609.0,6916.0,,,7459.666666666667,,2
2023-05-01,P006,R04,12851,2023,5,5,6739.0,7854.0,7609.0,,,7400.666666666667,,2
2023-06-01,P006,R04,9810,2023,6,6,12851.0,6739.0,7854.0,,,9148.0,,2
2023-07-01,P006,R04,17092,2023,7,7,9810.0,12851.0,6739.0,6916.0,,9800.0,8629.833333333334,3
2023-08-01,P006,R04,11423,2023,8,8,17092.0,9810.0,12851.0,7609.0,,13251.0,10325.833333333334,3
2023-09-01,P006,R04,12617,2023,9,9,11423.0,17092.0,9810.0,7854.0,,12775.0,10961.5,3
2023-10-01,P006,R04,16806,2023,10,10,12617.0,11423.0,17092.0,6739.0,,13710.666666666666,11755.333333333334,4
2023-11-01,P006,R04,22265,2023,11,11,16806.0,12617.0,11423.0,12851.0,,13615.333333333334,13433.166666666666,4
2023-12-01,P006,R04,14068,2023,12,12,22265.0,16806.0,12617.0,9810.0,,17229.333333333332,15002.166666666666,4
2024-01-01,P006,R04,8415,2024,1,13,14068.0,22265.0,16806.0,17092.0,6916.0,17713.0,15711.833333333334,1
2024-02-01,P006,R04,18447,2024,2,14,8415.0,14068.0,22265.0,11423.0,7609.0,14916.0,14265.666666666666,1
2024-03-01,P006,R04,20001,2024,3,15,18447.0,8415.0,14068.0,12617.0,7854.0,13643.333333333334,15436.333333333334,1
2024-04-01,P006,R04,16063,2024,4,16,20001.0,18447.0,8415.0,16806.0,6739.0,15621.0,16667.0,2
2024-05-01,P006,R04,18649,2024,5,17,16063.0,20001.0,18447.0,22265.0,12851.0,18170.333333333332,16543.166666666668,2
2024-06-01,P006,R04,12230,2024,6,18,18649.0,16063.0,20001.0,14068.0,9810.0,18237.666666666668,15940.5,2
2024-07-01,P006,R04,16025,2024,7,19,12230.0,18649.0,16063.0,8415.0,17092.0,15647.333333333334,15634.166666666666,3
2024-08-01,P006,R04,17535,2024,8,20,16025.0,12230.0,18649.0,18447.0,11423.0,15634.666666666666,16902.5,3
2024-09-01,P006,R04,17775,2024,9,21,17535.0,16025.0,12230.0,20001.0,12617.0,15263.333333333334,16750.5,3
2024-10-01,P006,R04,11014,2024,10,22,17775.0,17535.0,16025.0,16063.0,16806.0,17111.666666666668,16379.5,4
2024-11-01,P006,R04,14200,2024,11,23,11014.0,17775.0,17535.0,18649.0,22265.0,15441.333333333334,15538.0,4
2024-12-01,P006,R04,9248,2024,12,24,14200.0,11014.0,17775.0,12230.0,14068.0,14329.666666666666,14796.5,4
2025-01-01,P006,R04,12441,2025,1,25,9248.0,14200.0,11014.0,16025.0,8415.0,11487.333333333334,14299.5,1
2025-02-01,P006,R04,13436,2025,2,26,12441.0,9248.0,14200.0,17535.0,18447.0,11963.0,13702.166666666666,1
2025-03-01,P006,R04,15383,2025,3,27,13436.0,12441.0,9248.0,17775.0,20001.0,11708.333333333334,13019.0,1
2025-04-01,P006,R04,11404,2025,4,28,15383.0,13436.0,12441.0,11014.0,16063.0,13753.333333333334,12620.333333333334,2
2025-05-01,P006,R04,18269,2025,5,29,11404.0,15383.0,13436.0,14200.0,18649.0,13407.666666666666,12685.333333333334,2
2025-06-01,P006,R04,15430,2025,6,30,18269.0,11404.0,15383.0,9248.0,12230.0,15018.666666666666,13363.5,2
2025-07-01,P006,R04,3376,2025,7,31,15430.0,18269.0,11404.0,12441.0,16025.0,15034.333333333334,14393.833333333334,3
2025-08-01,P006,R04,5272,2025,8,32,3376.0,15430.0,18269.0,13436.0,17535.0,12358.333333333334,12883.0,3
2025-09-01,P006,R04,13738,2025,9,33,5272.0,3376.0,15430.0,15383.0,17775.0,8026.0,11522.333333333334,3
2025-10-01,P006,R04,12074,2025,10,34,13738.0,5272.0,3376.0,11404.0,11014.0,7462.0,11248.166666666666,4
2025-11-01,P006,R04,9967,2025,11,35,12074.0,13738.0,5272.0,18269.0,14200.0,10361.333333333334,11359.833333333334,4
2025-12-01,P006,R04,13409,2025,12,36,9967.0,12074.0,13738.0,15430.0,9248.0,11926.333333333334,9976.166666666666,4
2023-01-01,P007,R01,5504,2023,1,1,,,,,,,,1
2023-02-01,P007,R01,7236,2023,2,2,5504.0,,,,,,,1
2023-03-01,P007,R01,3216,2023,3,3,7236.0,5504.0,,,,,,1
2023-04-01,P007,R01,5982,2023,4,4,3216.0,7236.0,5504.0,,,5318.666666666667,,2
2023-05-01,P007,R01,4610,2023,5,5,5982.0,3216.0,7236.0,,,5478.0,,2
2023-06-01,P007,R01,6346,2023,6,6,4610.0,5982.0,3216.0,,,4602.666666666667,,2
2023-07-01,P007,R01,13655,2023,7,7,6346.0,4610.0,5982.0,5504.0,,5646.0,5482.333333333333,3
2023-08-01,P007,R01,5211,2023,8,8,13655.0,6346.0,4610.0,7236.0,,8203.666666666666,6840.833333333333,3
2023-09-01,P007,R01,4190,2023,9,9,5211.0,13655.0,6346.0,3216.0,,8404.0,6503.333333333333,3
2023-10-01,P007,R01,10833,2023,10,10,4190.0,5211.0,13655.0,5982.0,,7685.333333333333,6665.666666666667,4
2023-11-01,P007,R01,4236,2023,11,11,10833.0,4190.0,5211.0,4610.0,,6744.666666666667,7474.166666666667,4
2023-12-01,P007,R01,3945,2023,12,12,4236.0,10833.0,4190.0,6346.0,,6419.666666666667,7411.833333333333,4
2024-01-01,P007,R01,11290,2024,1,13,3945.0,4236.0,10833.0,13655.0,5504.0,6338.0,7011.666666666667,1
2024-02-01,P007,R01,1559,2024,2,14,11290.0,3945.0,4236.0,5211.0,7236.0,6490.333333333333,6617.5,1
2024-03-01,P007,R01,7786,2024,3,15,1559.0,11290.0,3945.0,4190.0,3216.0,5598.0,6008.833333333333,1
2024-04-01,P007,R01,4125,2024,4,16,7786.0,1559.0,11290.0,10833.0,5982.0,6878.333333333333,6608.166666666667,2
2024-05-01,P007,R01,3033,2024,5,17,4125.0,7786.0,1559.0,4236.0,4610.0,4490.0,5490.166666666667,2
2024-06-01,P007,R01,5662,2024,6,18,3033.0,4125.0,7786.0,3945.0,6346.0,4981.333333333333,5289.666666666667,2
2024-07-01,P007,R01,6055,2024,7,19,5662.0,3033.0,4125.0,11290.0,13655.0,4273.333333333333,5575.833333333333,3
2024-08-01,P007,R01,4840,2024,8,20,6055.0,5662.0,3033.0,1559.0,5211.0,4916.666666666667,4703.333333333333,3
2024-09-01,P007,R01,8621,2024,9,21,4840.0,6055.0,5662.0,7786.0,4190.0,5519.0,5250.166666666667,3
2024-10-01,P007,R01,7386,2024,10,22,8621.0,4840.0,6055.0,4125.0,10833.0,6505.333333333333,5389.333333333333,4
2024-11-01,P007,R01,10552,2024,11,23,7386.0,8621.0,4840.0,3033.0,4236.0,6949.0,5932.833333333333,4
2024-12-01,P007,R01,6498,2024,12,24,10552.0,7386.0,8621.0,5662.0,3945.0,8853.0,7186.0,4
2025-01-01,P007,R01,3543,2025,1,25,6498.0,10552.0,7386.0,6055.0,11290.0,8145.333333333333,7325.333333333333,1
2025-02-01,P007,R01,6257,2025,2,26,3543.0,6498.0,10552.0,4840.0,1559.0,6864.333333333333,6906.666666666667,1
2025-03-01,P007,R01,8595,2025,3,27,6257.0,3543.0,6498.0,8621.0,7786.0,5432.666666666667,7142.833333333333,1
2025-04-01,P007,R01,9010,2025,4,28,8595.0,6257.0,3543.0,7386.0,4125.0,6131.666666666667,7138.5,2
2025-05-01,P007,R01,361,2025,5,29,9010.0,8595.0,6257.0,10552.0,3033.0,7954.0,7409.166666666667,2
2025-06-01,P007,R01,5648,2025,6,30,361.0,9010.0,8595.0,6498.0,5662.0,5988.666666666667,5710.666666666667,2
2025-07-01,P007,R01,3730,2025,7,31,5648.0,361.0,9010.0,3543.0,6055.0,5006.333333333333,5569.0,3
2025-08-01,P007,R01,7583,2025,8,32,3730.0,5648.0,361.0,6257.0,4840.0,3246.3333333333335,5600.166666666667,3
2025-09-01,P007,R01,11861,2025,9,33,7583.0,3730.0,5648.0,8595.0,8621.0,5653.666666666667,5821.166666666667,3
2025-10-01,P007,R01,7628,2025,10,34,11861.0,7583.0,3730.0,9010.0,7386.0,7724.666666666667,6365.5,4
2025-11-01,P007,R01,9025,2025,11,35,7628.0,11861.0,7583.0,361.0,10552.0,9024.0,6135.166666666667,4
2025-12-01,P007,R01,9629,2025,12,36,9025.0,7628.0,11861.0,5648.0,6498.0,9504.666666666666,7579.166666666667,4
2023-01-01,P007,R02,8352,2023,1,1,,,,,,,,1
2023-02-01,P007,R02,2650,2023,2,2,8352.0,,,,,,,1
2023-03-01,P007,R02,7429,2023,3,3,2650.0,8352.0,,,,,,1
2023-04-01,P007,R02,7896,2023,4,4,7429.0,2650.0,8352.0,,,6143.666666666667,,2
2023-05-01,P007,R02,13086,2023,5,5,7896.0,7429.0,2650.0,,,5991.666666666667,,2
2023-06-01,P007,R02,8815,2023,6,6,13086.0,7896.0,7429.0,,,9470.333333333334,,2
2023-07-01,P007,R02,15295,2023,7,7,8815.0,13086.0,7896.0,8352.0,,9932.333333333334,8038.0,3
2023-08-01,P007,R02,13981,2023,8,8,15295.0,8815.0,13086.0,2650.0,,12398.666666666666,9195.166666666666,3
2023-09-01,P007,R02,6896,2023,9,9,13981.0,15295.0,8815.0,7429.0,,12697.0,11083.666666666666,3
2023-10-01,P007,R02,2601,2023,10,10,6896.0,13981.0,15295.0,7896.0,,12057.333333333334,10994.833333333334,4
2023-11-01,P007,R02,8271,2023,11,11,2601.0,6896.0,13981.0,13086.0,,7826.0,10112.333333333334,4
2023-12-01,P007,R02,7181,2023,12,12,8271.0,2601.0,6896.0,8815.0,,5922.666666666667,9309.833333333334,4
2024-01-01,P007,R02,4870,2024,1,13,7181.0,8271.0,2601.0,15295.0,8352.0,6017.666666666667,9037.5,1
2024-02-01,P007,R02,8284,2024,2,14,4870.0,7181.0,8271.0,13981.0,2650.0,6774.0,7300.0,1
2024-03-01,P007,R02,3411,2024,3,15,8284.0,4870.0,7181.0,6896.0,7429.0,6778.333333333333,6350.5,1
2024-04-01,P007,R02,6436,2024,4,16,3411.0,8284.0,4870.0,2601.0,7896.0,5521.666666666667,5769.666666666667,2
2024-05-01,P007,R02,13991,2024,5,17,6436.0,3411.0,8284.0,8271.0,13086.0,6043.666666666667,6408.833333333333,2
2024-06-01,P007,R02,5160,2024,6,18,13991.0,6436.0,3411.0,7181.0,8815.0,7946.0,7362.166666666667,2
2024-07-01,P007,R02,8422,2024,7,19,5160.0,13991.0,6436.0,4870.0,15295.0,8529.0,7025.333333333333,3
2024-08-01,P007,R02,12942,2024,8,20,8422.0,5160.0,13991.0,8284.0,13981.0,9191.0,7617.333333333333,3
2024-09-01,P007,R02,6193,2024,9,21,12942.0,8422.0,5160.0,3411.0,6896.0,8841.333333333334,8393.666666666666,3
2024-10-01,P007,R02,6576,2024,10,22,6193.0,12942.0,8422.0,6436.0,2601.0,9185.666666666666,8857.333333333334,4
2024-11-01,P007,R02,11004,2024,11,23,6576.0,6193.0,12942.0,13991.0,8271.0,8570.333333333334,8880.666666666666,4
